"","BATTER_UID","AVG","OBP","SLG","VENUE_KEY","OUTS","BALLS","STRIKES","BATS_LEFT","THROWS_LEFT","PITCH_NUMBER","RELEASE_SPEED","PLATE_X","PLATE_Z","INDUCED_VERTICAL_BREAK","HORIZONTAL_BREAK","VERTICAL_APPROACH_ANGLE","HORIZONTAL_APPROACH_ANGLE","Prob of Single","Prob of Double","Prob of Triple","Prob of Home Run"
"7313",122,0.245,0.3,0.3745,2772,0,0,0,1,0,1,89.2670974731445,0.545888006687164,2.20438981056213,13.07200050354,-9.83078002929688,-6.25848960876465,2.43736004829407,0.22,0.082,0.009,0.056
"7314",0,0.289,0.330666,0.453,2844,1,1,1,0,0,3,81.5166015625,0.120102994143963,2.21504998207092,6.38943958282471,-13.1820993423462,-7.55452013015747,1.61465001106262,0.204,0.088,0.009,0.058
"7315",85,0.238,0.314,0.411,2767,1,0,0,1,0,1,95.1713943481445,-0.219785988330841,3.15561985969543,22.6586990356445,-6.24761962890625,-4.65305995941162,-0.547313988208771,0.196,0.087,0.008,0.083
"7316",134,0.273,0.378,0.481,2772,0,1,1,1,0,3,92.1615982055664,0.848515033721924,1.9531899690628,13.88450050354,1.09682989120483,-6.11234998703003,2.54281997680664,0.247,0.074,0.01,0.041
"7317",66,0.277,0.3475,0.4255,2745,0,3,2,0,0,8,95.5634002685547,-0.646960973739624,2.82216000556946,17.7934989929199,-6.21812963485718,-3.97662973403931,0.299165993928909,0.21,0.08,0.006,0.063
"7318",104,0.2755,0.359,0.467,2772,0,1,0,1,1,2,89.3837966918945,-0.526757955551147,2.67867994308472,15.8730001449585,-1.28785991668701,-5.4853196144104,-2.5076699256897,0.197,0.093,0.006,0.088
"7319",16,0.28,0.353,0.361,2781,1,0,0,0,1,1,88.6141967773438,-0.328222990036011,2.89309000968933,20.4993991851807,4.79552984237671,-5.51128005981445,-3.16577005386353,0.181,0.09,0.008,0.095
"7320",0,0.289,0.330666,0.453,2858,1,1,0,0,0,2,93.8551025390625,-0.655956983566284,2.37119007110596,7.10075998306274,-16.9139003753662,-6.2409496307373,0.658488988876343,0.238,0.089,0.006,0.057
"7321",16,0.28,0.353,0.361,2852,0,1,2,0,0,5,86.8651962280273,0.130881994962692,2.27222990989685,1.01038992404938,4.64954996109009,-7.55206966400146,3.36617016792297,0.249,0.075,0.007,0.034
"7322",117,0.2845,0.344,0.4435,5421,1,1,2,0,0,4,95.5793991088867,0.506214022636414,2.17390990257263,14.0900993347168,-5.60773992538452,-5.92735958099365,2.14435005187988,0.265,0.073,0.011,0.029
"7323",73,0.289,0.381,0.374,3789,0,2,2,1,0,5,97.6788940429688,0.362327992916107,2.29377007484436,15.2030992507935,-2.13689994812012,-5.88506984710693,1.44910001754761,0.273,0.076,0.009,0.032
"7324",16,0.28,0.353,0.361,2852,0,1,0,0,0,2,90.6408004760742,-0.0092351296916604,2.38549995422363,21.7368984222412,0.241850003600121,-5.49116992950439,0.539101004600525,0.195,0.092,0.008,0.085
"7325",98,0.2965,0.384,0.527,2797,0,3,1,1,0,5,93.1193008422852,-0.0259876009076834,2.252769947052,5.60812997817993,-19.2574005126953,-5.5451397895813,0.775488018989563,0.251,0.08,0.008,0.05
"7326",73,0.289,0.381,0.374,2745,0,0,0,1,1,1,86.2209014892578,-0.635966002941132,2.3380401134491,9.59361934661865,-3.31401991844177,-6.39662981033325,-3.02800989151001,0.209,0.093,0.006,0.066
"7327",1,0.3025,0.348,0.555,2767,0,1,1,0,1,3,90.3193969726562,-0.434220016002655,2.12204003334045,17.9186992645264,6.6678900718689,-5.99124002456665,-0.958428978919983,0.219,0.093,0.007,0.056
"7328",51,0.271,0.3205,0.411,3970,2,1,1,0,0,3,96.6157989501953,-0.482959985733032,1.99484992027283,14.2974996566772,-12.5598001480103,-5.3024697303772,0.57548600435257,0.246,0.084,0.008,0.042
"7329",40,0.281666,0.372333,0.395666,2745,0,3,2,1,0,6,98.8636016845703,-0.043361097574234,2.05555987358093,16.9161987304688,-10.4011993408203,-5.88605976104736,1.81407999992371,0.272,0.085,0.008,0.034
"7330",25,0.264,0.364,0.48,2858,2,2,2,1,1,6,95.1328964233398,-0.240144982933998,2.73899006843567,13.3199996948242,11.4989995956421,-5.16094970703125,-0.599606990814209,0.229,0.071,0.008,0.053
"7331",81,0.261,0.3285,0.3655,2528,1,2,1,1,0,4,95.1069946289062,-0.240551978349686,1.83729004859924,19.0109996795654,-3.59000015258789,-6.31482982635498,-0.373015999794006,0.24,0.089,0.007,0.048
"7332",134,0.273,0.378,0.481,3789,1,1,1,1,1,3,85.8715972900391,0.586145997047424,2.47021985054016,6.21962022781372,8.29449939727783,-6.24077033996582,-0.778165996074677,0.22,0.07,0.011,0.059
"7333",85,0.238,0.314,0.411,2767,0,1,1,1,0,3,83.0386047363281,-0.845277965068817,1.89218997955322,3.49513983726501,-12.1606998443604,-7.68551015853882,0.593241989612579,0.223,0.102,0.006,0.048
"7334",97,0.211,0.2905,0.3725,5472,1,0,0,1,1,1,81.8711013793945,-0.427291005849838,1.55168986320496,1.41183996200562,-5.82344961166382,-8.1183500289917,-3.22824001312256,0.226,0.089,0.006,0.051
"7335",74,0.2905,0.3425,0.457,2745,1,2,2,1,1,6,89.1944961547852,0.618184983730316,2.75239992141724,17.7952003479004,7.76030015945435,-5.00234985351562,-0.722663998603821,0.201,0.069,0.012,0.063
"7336",34,0.263,0.379666,0.376666,2781,2,1,1,1,1,3,84.4486312866211,-0.224899992346764,3.01937985420227,11.1438999176025,-6.61322975158691,-6.07187461853027,-3.92178082466125,0.186,0.083,0.01,0.081
"7337",34,0.263,0.379666,0.376666,2781,2,2,1,1,0,4,82.8516998291016,-1.02383995056152,2.40764999389648,-0.430439978837967,-14.0798997879028,-7.65284013748169,-0.25831401348114,0.207,0.096,0.006,0.069
"7338",40,0.281666,0.372333,0.395666,5355,2,1,0,1,0,2,92.6912002563477,-0.443839967250824,1.87167990207672,1.92275989055634,-14.2318992614746,-7.17613983154297,0.4237439930439,0.256,0.082,0.006,0.047
"7339",88,0.268333,0.333333,0.361,2528,2,0,0,0,1,1,87.4816970825195,-0.351704984903336,2.8183798789978,9.08938980102539,-6.21627950668335,-6.02499008178711,-3.27842974662781,0.199,0.082,0.008,0.079
"7340",136,0.298666,0.361666,0.491666,2773,0,3,1,1,0,5,94.3798980712891,-0.111140996217728,3.06395983695984,20.1887989044189,-2.61382007598877,-3.90286993980408,1.62986993789673,0.198,0.087,0.009,0.095
"7341",21,0.2745,0.3365,0.4425,2542,2,2,2,0,0,6,83.0251998901367,0.415261000394821,2.32948994636536,-3.86367011070251,6.23428010940552,-7.82311010360718,3.6085798740387,0.228,0.067,0.01,0.049
"7342",25,0.264,0.364,0.48,2767,1,1,1,1,1,3,74.8846969604492,-0.0961252972483635,1.3350100517273,-4.29370975494385,-9.57000923156738,-10.193699836731,-2.30956983566284,0.228,0.09,0.007,0.041
"7343",107,0.261,0.3035,0.411,2823,1,3,2,1,0,6,87.3622970581055,0.486126005649567,2.15439987182617,4.23313999176025,4.95262002944946,-7.288489818573,3.43660998344421,0.242,0.075,0.011,0.048
"7344",34,0.263,0.379666,0.376666,2541,1,0,0,1,0,1,94.304801940918,0.306764990091324,2.84441995620728,18.808500289917,-6.51689004898071,-4.67115020751953,1.12099003791809,0.207,0.078,0.01,0.072
"7345",85,0.238,0.314,0.411,2767,2,3,2,1,0,6,95.7510986328125,0.506359994411469,2.27053999900818,16.8898010253906,-4.56523990631104,-5.95953989028931,1.13837003707886,0.245,0.074,0.012,0.045
"7346",85,0.238,0.314,0.411,2767,1,2,0,1,0,3,86.8646926879883,0.10657499730587,1.81477999687195,1.43616998195648,3.63425993919373,-7.46265983581543,1.73080003261566,0.232,0.08,0.007,0.068
"7347",85,0.238,0.314,0.411,4715,1,1,1,1,0,3,72.463493347168,-0.749417006969452,2.41592001914978,-12.6984996795654,12.2653999328613,-9.97076988220215,1.6310099363327,0.202,0.094,0.006,0.072
"7348",65,0.27,0.375,0.409,3789,1,2,1,0,1,4,86.2627029418945,-0.884674966335297,2.06549000740051,7.51017999649048,-0.570540010929108,-7.56112003326416,-2.91085004806519,0.221,0.096,0.006,0.06
"7349",134,0.273,0.378,0.481,3789,0,3,2,1,1,6,85.3342971801758,-0.207263991236687,1.76998996734619,7.73163986206055,-1.77987003326416,-7.93926000595093,-2.49488997459412,0.243,0.09,0.008,0.042
"7350",65,0.27,0.375,0.409,3789,2,3,2,0,0,6,81.5754013061523,0.582134008407593,1.22938990592957,-3.2020697593689,4.13696002960205,-9.14174938201904,2.73241996765137,0.254,0.075,0.011,0.037
"7351",45,0.277,0.3205,0.4225,2852,1,1,1,0,0,3,87.7185974121094,-0.323689997196198,2.70308995246887,2.54047989845276,6.71220016479492,-7.08494997024536,0.984719932079315,0.228,0.082,0.007,0.058
"7352",30,0.2815,0.3255,0.4525,3810,0,2,2,0,1,5,84.5647964477539,-0.0175055991858244,3.29415988922119,9.41613960266113,0.258843988180161,-3.83901977539062,-2.78576993942261,0.192,0.077,0.012,0.075
"7353",125,0.2295,0.3255,0.4005,4669,0,2,1,1,0,4,88.8483963012695,-0.0833199992775917,1.90134000778198,11.8458995819092,-6.05071973800659,-6.10597944259644,1.59088003635406,0.226,0.089,0.008,0.054
"7354",0,0.289,0.330666,0.453,2844,0,3,2,0,0,6,91.9806976318359,-0.813206970691681,2.86166000366211,15.8486003875732,-17.7894992828369,-4.9477801322937,-0.374081999063492,0.214,0.098,0.008,0.06
"7355",35,0.255,0.324,0.427,2858,0,0,0,0,1,1,90.4615936279297,-0.756018996238708,2.31654000282288,16.8052997589111,13.3431997299194,-5.38906002044678,-2.47440981864929,0.207,0.094,0.005,0.074
"7356",97,0.211,0.2905,0.3725,3970,2,0,0,1,0,1,87.8034973144531,0.679471015930176,2.58472990989685,4.3983302116394,-1.80476999282837,-6.65482950210571,1.43013000488281,0.219,0.069,0.01,0.065
"7357",30,0.2815,0.3255,0.4525,2541,2,2,0,0,0,3,97.8122024536133,-0.578087985515594,1.85905003547668,19.4392986297607,-10.5505990982056,-5.22844982147217,0.556021988391876,0.225,0.091,0.007,0.069
"7358",16,0.28,0.353,0.361,2852,0,1,2,0,0,4,83.9505996704102,0.352838009595871,2.08200001716614,1.47135996818542,3.81126999855042,-7.57119941711426,3.02119994163513,0.246,0.079,0.009,0.035
"7359",40,0.281666,0.372333,0.395666,2745,0,2,2,1,1,6,91.8589935302734,-0.855157971382141,2.24320006370544,18.4480991363525,6.87060976028442,-5.63228988647461,-3.06186008453369,0.222,0.09,0.006,0.049
"7360",45,0.277,0.3205,0.4225,4715,0,2,1,0,0,4,81.0973968505859,-0.9253089427948,3.07021999359131,-0.952429950237274,3.55106997489929,-7.2317795753479,0.984703004360199,0.195,0.097,0.006,0.091
"7361",45,0.277,0.3205,0.4225,4715,2,3,2,0,0,9,86.0800933837891,-0.0730891972780228,1.92630004882812,0.847130000591278,3.37614989280701,-6.81799030303955,2.68957996368408,0.215,0.065,0.006,0.055
"7362",82,0.2365,0.3505,0.429,2745,1,0,2,0,1,4,90.5253982543945,0.231027990579605,3.02196979522705,17.7446994781494,13.36789894104,-4.54594993591309,-0.35114598274231,0.204,0.07,0.01,0.052
"7363",45,0.277,0.3205,0.4225,2724,2,0,0,0,0,1,84.2403945922852,-0.949298977851868,3.11174988746643,9.69659996032715,-13.2097988128662,-5.73223972320557,0.696469962596893,0.169,0.099,0.007,0.108
"7364",25,0.264,0.364,0.48,2767,0,0,0,1,0,1,93.2787933349609,1.0097199678421,1.94107985496521,18.0937995910645,-12.0457000732422,-5.97082042694092,2.57261991500854,0.236,0.076,0.01,0.046
"7365",25,0.264,0.364,0.48,2767,1,1,0,1,0,2,89.0664978027344,0.0400545001029968,1.70387983322144,14.4725999832153,-7.70439004898071,-6.43390989303589,1.71608996391296,0.214,0.089,0.008,0.064
"7366",88,0.268333,0.333333,0.361,4669,1,1,1,1,0,3,81.688102722168,-1.18411993980408,1.59720003604889,15.6042995452881,10.4728002548218,-7.15107011795044,-2.11258006095886,0.189,0.112,0.006,0.07
"7367",57,0.289333,0.325333,0.406,4669,0,1,1,1,0,3,91.33349609375,-0.707533001899719,2.46143984794617,19.1562004089355,-7.23631954193115,-5.44964981079102,0.0400389991700649,0.209,0.1,0.007,0.06
"7368",104,0.2755,0.359,0.467,2772,1,2,2,1,0,5,85.8580017089844,-0.183035999536514,2.07554006576538,0.868047952651978,1.80044984817505,-8.0204496383667,2.69342994689941,0.247,0.084,0.008,0.04
"7369",49,0.269666,0.351,0.413333,5410,2,1,2,1,0,7,83.6810989379883,-0.477950006723404,2.20631980895996,6.29346990585327,7.34466981887817,-6.63752937316895,2.41474008560181,0.191,0.073,0.006,0.057
"7370",49,0.269666,0.351,0.413333,5410,0,0,2,1,0,3,85.2306976318359,-0.479726999998093,1.90838992595673,2.33221006393433,12.9795989990234,-7.22075986862183,3.15456008911133,0.249,0.088,0.007,0.031
"7371",81,0.261,0.3285,0.3655,2683,1,2,1,0,1,4,84.5996017456055,-0.994886994361877,2.16007995605469,13.2516994476318,1.01297998428345,-6.18587970733643,-2.85196995735169,0.192,0.101,0.007,0.08
"7372",111,0.2695,0.3525,0.3905,5355,1,0,2,1,0,3,91.2621994018555,0.205640003085136,3.33480000495911,13.4379997253418,-5.10832023620605,-4.32542991638184,1.93838000297546,0.214,0.075,0.012,0.047
"7373",111,0.2695,0.3525,0.3905,5355,0,1,1,1,0,3,97.2894897460938,0.373209983110428,1.77161002159119,6.16676950454712,-14.9137992858887,-6.57707977294922,1.04904997348785,0.302,0.073,0.008,0.025
"7374",137,0.268333,0.370333,0.385666,4715,0,0,0,1,1,1,92.9389953613281,-0.431234002113342,2.40042996406555,17.319299697876,4.80325984954834,-5.57891988754272,-1.93551993370056,0.219,0.089,0.006,0.063
"7375",74,0.2905,0.3425,0.457,2745,0,0,1,1,0,2,81.3039016723633,-0.337002009153366,2.24612998962402,-12.6932992935181,10.5115995407104,-9.21193981170654,2.03306984901428,0.259,0.081,0.005,0.038
"7376",74,0.2905,0.3425,0.457,2745,0,0,0,1,0,1,85.92529296875,-0.715326964855194,2.45958995819092,8.92562007904053,-13.5887994766235,-6.47975015640259,-0.0354120023548603,0.203,0.099,0.006,0.068
"7377",85,0.238,0.314,0.411,2724,1,2,2,1,0,5,90.6185989379883,0.387124985456467,2.28485989570618,12.8629999160767,-9.4818000793457,-5.79703998565674,2.56950998306274,0.233,0.079,0.012,0.043
"7378",34,0.263,0.379666,0.376666,2781,2,0,0,1,0,1,91.6837692260742,-0.771309971809387,2.67402005195618,17.5778408050537,-11.4957094192505,-5.26148509979248,0.515012979507446,0.192,0.095,0.007,0.081
"7379",34,0.263,0.379666,0.376666,2541,0,1,1,1,1,3,84.8234024047852,-0.0735388994216919,1.90058994293213,-7.21286010742188,-3.94280982017517,-7.70027017593384,-2.58442997932434,0.27,0.075,0.007,0.034
"7380",30,0.2815,0.3255,0.4525,3810,0,0,1,0,1,2,90.8142013549805,0.408999979496002,2.55200982093811,18.1315002441406,4.45211982727051,-5.78697967529297,-0.855708003044128,0.222,0.079,0.009,0.049
"7381",122,0.245,0.3,0.3745,2529,1,0,1,1,0,2,74.9468002319336,-0.707652986049652,1.57489991188049,-5.31909990310669,4.38184976577759,-9.10398006439209,0.939918041229248,0.215,0.097,0.006,0.048
"7382",111,0.2695,0.3525,0.3905,5421,2,0,0,1,0,1,93.7800979614258,0.0658674985170364,2.64691996574402,14.1132001876831,-10.5819997787476,-4.97939014434814,0.846465945243835,0.213,0.077,0.009,0.066
"7383",141,0.2895,0.3435,0.42,4715,2,2,1,0,0,4,84.8852005004883,-0.143608003854752,2.56277990341186,-0.479299992322922,8.23215007781982,-6.75426006317139,2.19912004470825,0.212,0.078,0.009,0.076
"7384",152,0.314,0.353,0.461,5355,0,0,0,0,1,1,87.8866958618164,0.750442981719971,2.80837988853455,-2.88706994056702,17.3911991119385,-6.04472970962524,-0.559376955032349,0.242,0.061,0.009,0.06
"7385",1,0.3025,0.348,0.555,2767,1,0,1,0,0,2,94.2705993652344,-0.558465003967285,2.15566992759705,10.2426996231079,-14.9410991668701,-6.36650991439819,-0.503526985645294,0.257,0.087,0.006,0.033
"7386",1,0.3025,0.348,0.555,2767,1,0,0,0,0,1,89.5516967773438,0.44498997926712,2.20667004585266,7.71442937850952,5.43538999557495,-6.50688982009888,3.6373598575592,0.226,0.076,0.008,0.059
"7387",136,0.298666,0.361666,0.491666,5410,2,2,2,1,1,5,92.7433929443359,-0.655111014842987,1.4653799533844,19.8122005462646,6.51217937469482,-6.51594972610474,-2.75605988502502,0.241,0.091,0.008,0.038
"7388",136,0.298666,0.361666,0.491666,2797,0,1,2,1,0,5,96.6162948608398,1.40323996543884,3.8336501121521,18.7389984130859,-3.35327005386353,-3.20958971977234,2.91925001144409,0.217,0.057,0.016,0.054
"7389",141,0.2895,0.3435,0.42,2542,0,1,1,0,0,3,81.2158966064453,0.0179223995655775,2.82611989974976,2.94198989868164,9.83182048797607,-7.14514017105103,2.55209994316101,0.199,0.085,0.008,0.075
"7390",125,0.2295,0.3255,0.4005,5421,0,2,0,1,0,3,88.6286010742188,-0.095792792737484,1.85747992992401,10.6721992492676,-12.7046995162964,-6.27554988861084,1.00218999385834,0.218,0.091,0.007,0.07
"7391",70,0.238666,0.293666,0.389333,5472,2,0,1,0,0,2,94.7089004516602,1.07454991340637,2.11907982826233,15.6651000976562,-9.63994979858398,-6.01692008972168,1.85967993736267,0.249,0.067,0.013,0.035
"7392",117,0.2845,0.344,0.4435,2772,0,0,0,0,0,1,92.5230941772461,-0.328298985958099,2.21248006820679,-1.509889960289,-15.8320007324219,-6.54137992858887,0.328998982906342,0.27,0.079,0.006,0.038
"7393",97,0.211,0.2905,0.3725,2858,0,1,2,1,0,4,85.8033981323242,-0.989202976226807,2.60195994377136,1.69243001937866,2.68608999252319,-6.73966979980469,2.04709982872009,0.231,0.095,0.006,0.044
"7394",98,0.2965,0.384,0.527,2823,2,3,1,1,0,5,93.0039978027344,0.302935987710953,1.81852996349335,18.3691997528076,-5.74168968200684,-5.25752973556519,0.585456967353821,0.219,0.079,0.011,0.065
"7395",98,0.2965,0.384,0.527,2823,1,1,2,1,1,4,92.0167999267578,-0.0715271010994911,3.20977973937988,15.3620004653931,10.5566997528076,-3.86939001083374,-1.59321999549866,0.212,0.074,0.011,0.058
"7396",1,0.3025,0.348,0.555,2767,2,1,2,0,1,4,80.877067565918,1.53578984737396,1.68989992141724,4.86613988876343,13.3905591964722,-8.15539836883545,0.50050699710846,0.235,0.063,0.017,0.036
"7397",133,0.264,0.3265,0.3625,2542,0,0,0,1,0,1,90.24169921875,-0.0142711000517011,3.319659948349,16.9742012023926,-12.8163003921509,-5.28391981124878,1.64487993717194,0.189,0.089,0.008,0.087
"7398",0,0.289,0.330666,0.453,2844,0,1,1,0,0,3,92.9570999145508,-0.505998015403748,3.42370986938477,17.7924003601074,-8.6269998550415,-4.39681005477905,-0.882829964160919,0.2,0.089,0.008,0.075
"7399",35,0.255,0.324,0.427,5472,2,1,1,0,0,3,98.13330078125,-1.11677002906799,1.9445298910141,5.63536977767944,-13.0476989746094,-5.90012979507446,-0.876466989517212,0.278,0.085,0.005,0.033
"7400",84,0.267,0.3825,0.389,2823,1,0,0,1,0,1,83.9775009155273,0.00712721981108189,2.7076199054718,16.068000793457,-5.19921970367432,-6.05505990982056,1.41308999061584,0.173,0.092,0.009,0.097
"7401",117,0.2845,0.344,0.4435,2843,1,0,2,0,1,3,87.5652008056641,-0.783053934574127,3.10220003128052,19.0579986572266,5.76750993728638,-4.99454975128174,-2.20998001098633,0.19,0.093,0.009,0.06
"7402",70,0.238666,0.293666,0.389333,5472,0,0,0,0,0,1,89.1903991699219,-0.44759601354599,2.72614002227783,18.2285995483398,-5.94983959197998,-5.70838975906372,0.713253021240234,0.191,0.098,0.007,0.081
"7403",117,0.2845,0.344,0.4435,5355,2,1,1,0,0,3,90.6775970458984,-0.514847993850708,2.93920993804932,11.0114002227783,-16.4839992523193,-5.23645973205566,0.465184986591339,0.205,0.086,0.009,0.066
"7404",117,0.2845,0.344,0.4435,5355,2,0,1,0,0,2,85.4197998046875,-0.966991007328033,2.80926990509033,4.06329011917114,3.50916981697083,-5.98581027984619,1.91524994373322,0.199,0.091,0.007,0.069
"7405",82,0.2365,0.3505,0.429,2852,1,3,1,0,1,5,89.5504989624023,0.434592992067337,2.78389000892639,7.17474985122681,10.2579002380371,-6.48485946655273,-0.432892024517059,0.222,0.072,0.01,0.078
"7406",70,0.238666,0.293666,0.389333,2767,1,1,0,0,0,2,93.2527694702148,0.365779995918274,1.21106994152069,16.2852096557617,-4.98440980911255,-7.03156566619873,0.966702997684479,0.248,0.083,0.008,0.045
"7407",45,0.277,0.3205,0.4225,4715,0,1,1,0,1,3,83.3892974853516,-0.351455003023148,2.62578988075256,-2.80487990379333,-3.28776979446411,-7.71342945098877,-2.51752996444702,0.234,0.083,0.007,0.051
"7408",73,0.289,0.381,0.374,2745,1,1,2,1,0,4,95.7264938354492,0.510873973369598,2.37095999717712,20.1660995483398,-11.0754995346069,-5.32907962799072,0.823011994361877,0.246,0.076,0.012,0.033
"7409",137,0.268333,0.370333,0.385666,2767,0,0,0,1,0,1,91.4662017822266,-0.106798991560936,2.70612001419067,14.8796997070312,-12.4528999328613,-5.59880018234253,1.67756009101868,0.21,0.089,0.007,0.066
"7410",85,0.238,0.314,0.411,2858,2,0,1,1,0,2,95.2808990478516,0.273420006036758,3.16858983039856,13.122200012207,-8.18519020080566,-4.9796895980835,1.52319002151489,0.226,0.071,0.011,0.052
"7411",41,0.2405,0.3375,0.4175,2843,2,0,1,0,0,2,84.7192993164062,0.529933989048004,2.10236001014709,5.04719972610474,6.22485971450806,-7.36687994003296,2.55555987358093,0.223,0.074,0.01,0.048
"7412",21,0.2745,0.3365,0.4425,2842,2,2,2,0,0,5,93.7236022949219,-0.437985002994537,3.04636001586914,20.5084991455078,-10.2182998657227,-4.78533983230591,-0.056914996355772,0.204,0.087,0.01,0.062
"7413",34,0.263,0.379666,0.376666,2541,2,1,2,1,0,4,81.0531005859375,-0.625472962856293,2.55615997314453,1.18696999549866,14.4377994537354,-7.13646030426025,2.32308006286621,0.204,0.087,0.008,0.06
"7414",1,0.3025,0.348,0.555,2858,1,1,1,0,0,3,93.0174942016602,-0.688993990421295,1.43875002861023,4.2077202796936,-15.2294998168945,-7.5419602394104,-0.614740967750549,0.282,0.088,0.005,0.028
"7415",125,0.2295,0.3255,0.4005,5421,1,0,1,1,1,2,74.3337020874023,0.396023988723755,2.26387000083923,-9.62889003753662,-10.3874998092651,-9.9503002166748,-2.69822001457214,0.227,0.077,0.009,0.042
"7416",85,0.238,0.314,0.411,2767,2,0,1,1,0,2,93.1525497436523,0.0764499977231026,2.01780986785889,22.9187088012695,-7.08031988143921,-5.48802089691162,0.678880989551544,0.217,0.085,0.01,0.046
"7417",66,0.277,0.3475,0.4255,2745,0,0,2,0,0,3,67.2816009521484,0.246307998895645,1.30142998695374,8.45310974121094,18.5170993804932,-6.15048027038574,4.97442960739136,0.161,0.096,0.013,0.065
"7418",81,0.261,0.3285,0.3655,2823,2,2,1,1,0,4,91.6298980712891,-0.363920003175735,2.74608993530273,0.276082992553711,-11.8087997436523,-5.55768966674805,0.713711977005005,0.236,0.075,0.008,0.059
"7419",73,0.289,0.381,0.374,3789,2,2,1,1,1,4,83.8619995117188,-0.552412986755371,2.4514799118042,0.453860014677048,-5.94348001480103,-7.94393014907837,-2.79872989654541,0.218,0.086,0.007,0.065
